Course Code,Academic Year,Semester
1751086,9,8.5
1751087,9,8.5
1751089,9,8.5
1751090,9,8.5
1751091,9,8.5
1751092,9,8.5
1751093,9,8.5
1751094,9,8.5
1751046,9,8.5
1751096,9,8.5
1751097,9,8.5
1751035,9,8.5
1751098,9,8.5
1751099,9,8.5
1751100,9,8.5
1751018,9,8.5
1751101,9,8.5
1751021,9,8.5
1751102,9,8.5
1751019,9,8.5
1751103,9,8.5
1751020,9,8.5
1751040,9,8.5
1751104,9,8.5
1751022,9,8.5
1751105,9,8.5
1751023,9,8.5
1751036,9,8.5
1751037,9,8.5
1751042,9,8.5
1751106,9,8.5
1751107,9,8.5
1751024,9,8.5
1751108,9,8.5
1751109,9,8.5
1751044,9,8.5
1751111,9,8.5
1751112,9,8.5
1751113,9,8.5
1751026,9,8.5
1751114,9,8.5
1751115,9,8.5
1751116,9,8.5
1751119,9,8.5
1751120,9,8.5
1751121,9,8.5
1751122,9,8.5
1751027,9,8.5
1751028,9,8.5
1751123,9,8.5
Course Code,Academic Year,Semester
MTH251,2017 - 2018,1
Student ID,Midterm Score,Lab Score
1751047,6,10
1751048,6,10
1751049,6,10
1751050,6,10
1751051,6,10
1751052,6,10
1751053,6,10
1751054,6,10
1751055,6,10
1751125,6,10
1751057,6,10
1751058,6,10
1751029,6,10
1751059,6,10
1751002,6,10
1751001,6,10
1751060,6,10
1751061,6,10
1751062,6,10
1751063,6,10
1751064,6,10
1751065,6,10
1751004,6,10
1751045,6,10
1751005,6,10
1751066,6,10
1751067,6,10
1751068,6,10
1751069,6,10
1751070,6,10
1751008,6,10
1751030,6,10
1751071,6,10
1751072,6,10
1751074,6,10
1751076,6,10
1751077,6,10
1751124,6,10
1751039,6,10
1751031,6,10
1751078,6,10
1751080,6,10
1751041,6,10
1751011,6,10
1751081,6,10
1751082,6,10
1751012,6,10
1751043,6,10
1751013,6,10
1751083,6,10
1751084,6,10
1751085,6,10
1751016,6,10
1751033,6,10
1751086,6,10
1751087,6,10
1751089,6,10
1751090,6,10
1751091,6,10
1751092,6,10
1751093,6,10
1751094,6,10
1751046,6,10
1751096,6,10
1751097,6,10
1751035,6,10
1751098,6,10
1751099,6,10
1751100,6,10
1751018,6,10
1751101,6,10
1751021,6,10
1751102,6,10
1751019,6,10
1751103,6,10
1751020,6,10
1751040,6,10
1751104,6,10
1751022,6,10
1751105,6,10
1751023,6,10
1751036,6,10
1751037,6,10
1751042,6,10
1751106,6,10
1751107,6,10
1751024,6,10
1751108,6,10
1751109,6,10
1751044,6,10
1751111,6,10
1751112,6,10
1751113,6,10
1751026,6,10
1751114,6,10
1751115,6,10
1751116,6,10
1751119,6,10
1751120,6,10
1751121,6,10
1751122,6,10
1751027,6,10
1751028,6,10
1751123,6,10
Course Code,Academic Year,Semester
PH211,2017 - 2018,1
Student ID,Midterm Score,Lab Score
1751047,9,9.5
1751048,9,9.5
1751049,9,9.5
1751050,9,9.5
1751051,9,9.5
1751052,9,9.5
1751053,9,9.5
1751054,9,9.5
1751055,9,9.5
1751125,9,9.5
1751057,9,9.5
1751058,9,9.5
1751029,9,9.5
1751059,9,9.5
1751002,9,9.5
1751001,9,9.5
1751060,9,9.5
1751061,9,9.5
1751062,9,9.5
1751063,9,9.5
1751064,9,9.5
1751065,9,9.5
1751004,9,9.5
1751045,9,9.5
1751005,9,9.5
1751066,9,9.5
1751067,9,9.5
1751068,9,9.5
1751069,9,9.5
1751070,9,9.5
1751008,9,9.5
1751030,9,9.5
1751071,9,9.5
1751072,9,9.5
1751074,9,9.5
1751076,9,9.5
1751077,9,9.5
1751124,9,9.5
1751039,9,9.5
1751031,9,9.5
1751078,9,9.5
1751080,9,9.5
1751041,9,9.5
1751011,9,9.5
1751081,9,9.5
1751082,9,9.5
1751012,9,9.5
1751043,9,9.5
1751013,9,9.5
1751083,9,9.5
1751084,9,9.5
1751085,9,9.5
1751016,9,9.5
1751033,9,9.5
1751086,9,9.5
1751087,9,9.5
1751089,9,9.5
1751090,9,9.5
1751091,9,9.5
1751092,9,9.5
1751093,9,9.5
1751094,9,9.5
1751046,9,9.5
1751096,9,9.5
1751097,9,9.5
1751035,9,9.5
1751098,9,9.5
1751099,9,9.5
1751100,9,9.5
1751018,9,9.5
1751101,9,9.5
1751021,9,9.5
1751102,9,9.5
1751019,9,9.5
1751103,9,9.5
1751020,9,9.5
1751040,9,9.5
1751104,9,9.5
1751022,9,9.5
1751105,9,9.5
1751023,9,9.5
1751036,9,9.5
1751037,9,9.5
1751042,9,9.5
1751106,9,9.5
1751107,9,9.5
1751024,9,9.5
1751108,9,9.5
1751109,9,9.5
1751044,9,9.5
1751111,9,9.5
1751112,9,9.5
1751113,9,9.5
1751026,9,9.5
1751114,9,9.5
1751115,9,9.5
1751116,9,9.5
1751119,9,9.5
1751120,9,9.5
1751121,9,9.5
1751122,9,9.5
1751027,9,9.5
1751028,9,9.5
1751123,9,9.5
Course Code,Academic Year,9.5
CS162,2017 - 2018,9.5
Student ID,Midterm Score,9.5
1751047,9,9.5
1751048,9,9.5
1751049,9,9.5
1751050,9,9.5
1751051,9,9.5
1751052,9,9.5
1751053,9,9.5
1751054,9,9.5
1751055,9,9.5
1751125,9,9.5
1751057,9,9.5
1751058,9,9.5
1751029,9,9.5
1751059,9,9.5
1751002,9,9.5
1751001,9,9.5
1751060,9,9.5
1751061,9,9.5
1751062,9,9.5
1751063,9,9.5
1751064,9,9.5
1751065,9,9.5
1751004,9,9.5
1751045,9,9.5
1751005,9,9.5
1751066,9,9.5
1751067,9,9.5
1751068,9,9.5
1751069,9,9.5
1751070,9,9.5
1751008,9,9.5
1751030,9,9.5
1751071,9,9.5
1751072,9,9.5
1751074,9,9.5
1751076,9,9.5
1751077,9,9.5
1751124,9,9.5
1751039,9,9.5
1751031,9,9.5
1751078,9,9.5
1751080,9,9.5
1751041,9,9.5
1751011,9,9.5
1751081,9,9.5
1751082,9,9.5
1751012,9,9.5
1751043,9,9.5
1751013,9,9.5
1751083,9,9.5
1751084,9,9.5
1751085,9,9.5
1751016,9,9.5
1751033,9,9.5
1751086,9,9.5
1751087,9,9.5
1751089,9,9.5
1751090,9,9.5
1751091,9,9.5
1751092,9,9.5
1751093,9,9.5
1751094,9,9.5
1751046,9,9.5
1751096,9,9.5
1751097,9,9.5
1751035,9,9.5
1751098,9,9.5
1751099,9,9.5
1751100,9,9.5
1751018,9,9.5
1751101,9,9.5
1751021,9,9.5
1751102,9,9.5
1751019,9,9.5
1751103,9,9.5
1751020,9,9.5
1751040,9,9.5
1751104,9,9.5
1751022,9,9.5
1751105,9,9.5
1751023,9,9.5
1751036,9,9.5
1751037,9,9.5
1751042,9,9.5
1751106,9,9.5
1751107,9,9.5
1751024,9,9.5
1751108,9,9.5
1751109,9,9.5
1751044,9,9.5
1751111,9,9.5
1751112,9,9.5
1751113,9,9.5
1751026,9,9.5
1751114,9,9.5
1751115,9,9.5
1751116,9,9.5
1751119,9,9.5
1751120,9,9.5
1751121,9,9.5
1751122,9,9.5
1751027,9,9.5
1751028,9,9.5
1751123,9,9.5
Course Code,Academic Year,Semester
PH212,2017 - 2018,2
Student ID,Midterm Score,Lab Score
1751047,10,10
1751048,10,10
1751049,10,10
1751050,10,10
1751051,10,10
1751052,10,10
1751053,10,10
1751054,10,10
1751055,10,10
1751125,10,10
1751057,10,10
1751058,10,10
1751029,10,10
1751059,10,10
1751002,10,10
1751001,10,10
1751060,10,10
1751061,10,10
1751062,10,10
1751063,10,10
1751064,10,10
1751065,10,10
1751004,10,10
1751045,10,10
1751005,10,10
1751066,10,10
1751067,10,10
1751068,10,10
1751069,10,10
1751070,10,10
1751008,10,10
1751030,10,10
1751071,10,10
1751072,10,10
1751074,10,10
1751076,10,10
1751077,10,10
1751124,10,10
1751039,10,10
1751031,10,10
1751078,10,10
1751080,10,10
1751041,10,10
1751011,10,10
1751081,10,10
1751082,10,10
1751012,10,10
1751043,10,10
1751013,10,10
1751083,10,10
1751084,10,10
1751085,10,10
1751016,10,10
1751033,10,10
1751086,10,10
1751087,10,10
1751089,10,10
1751090,10,10
1751091,10,10
1751092,10,10
1751093,10,10
1751094,10,10
1751046,10,10
1751096,10,10
1751097,10,10
1751035,10,10
1751098,10,10
1751099,10,10
1751100,10,10
1751018,10,10
1751101,10,10
1751021,10,10
1751102,10,10
1751019,10,10
1751103,10,10
1751020,10,10
1751040,10,10
1751104,10,10
1751022,10,10
1751105,10,10
1751023,10,10
1751036,10,10
1751037,10,10
1751042,10,10
1751106,10,10
1751107,10,10
1751024,10,10
1751108,10,10
1751109,10,10
1751044,10,10
1751111,10,10
1751112,10,10
1751113,10,10
1751026,10,10
1751114,10,10
1751115,10,10
1751116,10,10
1751119,10,10
1751120,10,10
1751121,10,10
1751122,10,10
1751027,10,10
1751028,10,10
1751123,10,10
Course Code,Academic Year,Semester
MTH252,2017 - 2018,2
Student ID,Midterm Score,Lab Score
1751047,9,7
1751048,9,7
1751049,9,7
1751050,9,7
1751051,9,7
1751052,9,7
1751053,9,7
1751054,9,7
1751055,9,7
1751125,9,7
1751057,9,7
1751058,9,7
1751029,9,7
1751059,9,7
1751002,9,7
1751001,9,7
1751060,9,7
1751061,9,7
1751062,9,7
1751063,9,7
1751064,9,7
1751065,9,7
1751004,9,7
1751045,9,7
1751005,9,7
1751066,9,7
1751067,9,7
1751068,9,7
1751069,9,7
1751070,9,7
1751008,9,7
1751030,9,7
1751071,9,7
1751072,9,7
1751074,9,7
1751076,9,7
1751077,9,7
1751124,9,7
1751039,9,7
1751031,9,7
1751078,9,7
1751080,9,7
1751041,9,7
1751011,9,7
1751081,9,7
1751082,9,7
1751012,9,7
1751043,9,7
1751013,9,7
1751083,9,7
1751084,9,7
1751085,9,7
1751016,9,7
1751033,9,7
1751086,9,7
1751087,9,7
1751089,9,7
1751090,9,7
1751091,9,7
1751092,9,7
1751093,9,7
1751094,9,7
1751046,9,7
1751096,9,7
1751097,9,7
1751035,9,7
1751098,9,7
1751099,9,7
1751100,9,7
1751018,9,7
1751101,9,7
1751021,9,7
1751102,9,7
1751019,9,7
1751103,9,7
1751020,9,7
1751040,9,7
1751104,9,7
1751022,9,7
1751105,9,7
1751023,9,7
1751036,9,7
1751037,9,7
1751042,9,7
1751106,9,7
1751107,9,7
1751024,9,7
1751108,9,7
1751109,9,7
1751044,9,7
1751111,9,7
1751112,9,7
1751113,9,7
1751026,9,7
1751114,9,7
1751115,9,7
1751116,9,7
1751119,9,7
1751120,9,7
1751121,9,7
1751122,9,7
1751027,9,7
1751028,9,7
1751123,9,7
Course Code,Academic Year,Semester
TCH001,2017 - 2018,2
Student ID,Midterm Score,Lab Score
1751047,8,5
1751048,8,5
1751049,8,5
1751050,8,5
1751051,8,5
1751052,8,5
1751053,8,5
1751054,8,5
1751055,8,5
1751125,8,5
1751057,8,5
1751058,8,5
1751029,8,5
1751059,8,5
1751002,8,5
1751001,8,5
1751060,8,5
1751061,8,5
1751062,8,5
1751063,8,5
1751064,8,5
1751065,8,5
1751004,8,5
1751045,8,5
1751005,8,5
1751066,8,5
1751067,8,5
1751068,8,5
1751069,8,5
1751070,8,5
1751008,8,5
1751030,8,5
1751071,8,5
1751072,8,5
1751074,8,5
1751076,8,5
1751077,8,5
1751124,8,5
1751039,8,5
1751031,8,5
1751078,8,5
1751080,8,5
1751041,8,5
1751011,8,5
1751081,8,5
1751082,8,5
1751012,8,5
1751043,8,5
1751013,8,5
1751083,8,5
1751084,8,5
1751085,8,5
1751016,8,5
1751033,8,5
1751086,8,5
1751087,8,5
1751089,8,5
1751090,8,5
1751091,8,5
1751092,8,5
1751093,8,5
1751094,8,5
1751046,8,5
1751096,8,5
1751097,8,5
1751035,8,5
1751098,8,5
1751099,8,5
1751100,8,5
1751018,8,5
1751101,8,5
1751021,8,5
1751102,8,5
1751019,8,5
1751103,8,5
1751020,8,5
1751040,8,5
1751104,8,5
1751022,8,5
1751105,8,5
1751023,8,5
1751036,8,5
1751037,8,5
1751042,8,5
1751106,8,5
1751107,8,5
1751024,8,5
1751108,8,5
1751109,8,5
1751044,8,5
1751111,8,5
1751112,8,5
1751113,8,5
1751026,8,5
1751114,8,5
1751115,8,5
1751116,8,5
1751119,8,5
1751120,8,5
1751121,8,5
1751122,8,5
1751027,8,5
1751028,8,5
1751123,8,5
